State,Year,Month,Condition,BehavioralHealthService,ServiceCount,RatePer1000Beneficiaries,DataQuality
Idaho,2019,201903,Mental health disorder,Telehealth,25,0.1,
Idaho,2019,201903,Substance use disorder,Telehealth,137,0.5,
Idaho,2019,201904,Mental health disorder,Emergency department,1665,5.6,
Idaho,2019,201904,Substance use disorder,Emergency department,1372,4.6,
Idaho,2019,201904,Mental health disorder,Inpatient,1214,4.1,
Idaho,2019,201904,Substance use disorder,Inpatient,945,3.2,
Idaho,2019,201904,Mental health disorder,Intensive outpatient/Partial hospitalization,107,0.4,
Idaho,2019,201904,Substance use disorder,Intensive outpatient/Partial hospitalization,4625,15.4,
Idaho,2019,201904,Mental health disorder,Outpatient,42319,141.4,
Idaho,2019,201904,Substance use disorder,Outpatient,454,1.5,
Idaho,2019,201904,Mental health disorder,Telehealth,26,0.1,
Idaho,2019,201904,Substance use disorder,Telehealth,205,0.7,
Idaho,2019,201905,Mental health disorder,Emergency department,1525,5.1,
Idaho,2019,201905,Substance use disorder,Emergency department,1418,4.7,
Idaho,2019,201905,Mental health disorder,Inpatient,1163,3.9,
Idaho,2019,201905,Substance use disorder,Inpatient,935,3.1,
Idaho,2019,201905,Mental health disorder,Intensive outpatient/Partial hospitalization,121,0.4,
Idaho,2019,201905,Substance use disorder,Intensive outpatient/Partial hospitalization,4254,14.1,
Idaho,2019,201905,Mental health disorder,Outpatient,41453,137.9,
Idaho,2019,201905,Substance use disorder,Outpatient,457,1.5,
Idaho,2019,201905,Mental health disorder,Telehealth,20,0.1,
Idaho,2019,201905,Substance use disorder,Telehealth,79,0.3,
Idaho,2019,201906,Mental health disorder,Emergency department,1390,4.6,
Idaho,2019,201906,Substance use disorder,Emergency department,1377,4.6,
Idaho,2019,201906,Mental health disorder,Inpatient,1127,3.7,
Idaho,2019,201906,Substance use disorder,Inpatient,965,3.2,
Idaho,2019,201906,Mental health disorder,Intensive outpatient/Partial hospitalization,101,0.3,
Idaho,2019,201906,Substance use disorder,Intensive outpatient/Partial hospitalization,3723,12.3,
Idaho,2019,201906,Mental health disorder,Outpatient,35202,116.7,
Idaho,2019,201906,Substance use disorder,Outpatient,411,1.4,
Idaho,2019,201906,Mental health disorder,Telehealth,19,0.1,
Idaho,2019,201906,Substance use disorder,Telehealth,12,0.0,
Idaho,2019,201907,Mental health disorder,Emergency department,1506,5.1,
Idaho,2019,201907,Substance use disorder,Emergency department,1382,4.7,
Idaho,2019,201907,Mental health disorder,Inpatient,1218,4.2,
Idaho,2019,201907,Substance use disorder,Inpatient,1108,3.8,
Idaho,2019,201907,Mental health disorder,Intensive outpatient/Partial hospitalization,125,0.4,
Idaho,2019,201907,Substance use disorder,Intensive outpatient/Partial hospitalization,3935,13.4,
Idaho,2019,201907,Mental health disorder,Outpatient,37212,127.2,
Idaho,2019,201907,Substance use disorder,Outpatient,461,1.6,
Idaho,2019,201907,Mental health disorder,Telehealth,18,0.1,
Idaho,2019,201907,Substance use disorder,Telehealth,29,0.1,
Idaho,2019,201908,Mental health disorder,Emergency department,1402,4.9,
Idaho,2019,201908,Substance use disorder,Emergency department,1292,4.5,
Idaho,2019,201908,Mental health disorder,Inpatient,1249,4.3,
Idaho,2019,201908,Substance use disorder,Inpatient,1028,3.6,
Idaho,2019,201908,Mental health disorder,Intensive outpatient/Partial hospitalization,104,0.4,
Idaho,2019,201908,Substance use disorder,Intensive outpatient/Partial hospitalization,3976,13.8,
Idaho,2019,201908,Mental health disorder,Outpatient,38559,134.1,
Idaho,2019,201908,Substance use disorder,Outpatient,454,1.6,
Idaho,2019,201908,Mental health disorder,Telehealth,19,0.1,
Idaho,2019,201908,Substance use disorder,Telehealth,21,0.1,
Idaho,2019,201909,Mental health disorder,Emergency department,1392,4.8,
Idaho,2019,201909,Substance use disorder,Emergency department,1249,4.3,
Idaho,2019,201909,Mental health disorder,Inpatient,1262,4.3,
Idaho,2019,201909,Substance use disorder,Inpatient,989,3.4,
Idaho,2019,201909,Mental health disorder,Intensive outpatient/Partial hospitalization,117,0.4,
Idaho,2019,201909,Substance use disorder,Intensive outpatient/Partial hospitalization,3691,12.7,
Idaho,2019,201909,Mental health disorder,Outpatient,39222,135.1,
Idaho,2019,201909,Substance use disorder,Outpatient,425,1.5,
Idaho,2019,201909,Mental health disorder,Telehealth,45,0.2,
Idaho,2019,201909,Substance use disorder,Telehealth,13,0.0,
Idaho,2019,201910,Mental health disorder,Emergency department,1432,4.9,
Idaho,2019,201910,Substance use disorder,Emergency department,1219,4.2,
Idaho,2019,201910,Mental health disorder,Inpatient,1242,4.2,
Idaho,2019,201910,Substance use disorder,Inpatient,1004,3.4,
Idaho,2019,201910,Mental health disorder,Intensive outpatient/Partial hospitalization,123,0.4,
Idaho,2019,201910,Substance use disorder,Intensive outpatient/Partial hospitalization,4110,14.0,
Idaho,2019,201910,Mental health disorder,Outpatient,43885,150.0,
Idaho,2019,201910,Substance use disorder,Outpatient,559,1.9,
Idaho,2019,201910,Mental health disorder,Telehealth,73,0.2,
Idaho,2019,201910,Substance use disorder,Telehealth,DS,DS,
Idaho,2019,201911,Mental health disorder,Emergency department,1354,4.6,
Idaho,2019,201911,Substance use disorder,Emergency department,1165,4.0,
Idaho,2019,201911,Mental health disorder,Inpatient,930,3.2,
Idaho,2019,201911,Substance use disorder,Inpatient,751,2.6,
Idaho,2019,201911,Mental health disorder,Intensive outpatient/Partial hospitalization,76,0.3,
Idaho,2019,201911,Substance use disorder,Intensive outpatient/Partial hospitalization,3538,12.0,
Idaho,2019,201911,Mental health disorder,Outpatient,37289,126.7,
Idaho,2019,201911,Substance use disorder,Outpatient,482,1.6,
Idaho,2019,201911,Mental health disorder,Telehealth,64,0.2,
Idaho,2019,201911,Substance use disorder,Telehealth,DS,DS,
Idaho,2019,201912,Mental health disorder,Emergency department,1409,4.8,
Idaho,2019,201912,Substance use disorder,Emergency department,1232,4.2,
Idaho,2019,201912,Mental health disorder,Inpatient,721,2.4,
Idaho,2019,201912,Substance use disorder,Inpatient,619,2.1,
Idaho,2019,201912,Mental health disorder,Intensive outpatient/Partial hospitalization,64,0.2,
Idaho,2019,201912,Substance use disorder,Intensive outpatient/Partial hospitalization,3604,12.2,
Idaho,2019,201912,Mental health disorder,Outpatient,35988,121.9,
Idaho,2019,201912,Substance use disorder,Outpatient,528,1.8,
Idaho,2019,201912,Mental health disorder,Telehealth,77,0.3,
Idaho,2019,201912,Substance use disorder,Telehealth,DS,DS,
Idaho,2020,202001,Mental health disorder,Emergency department,2100,6.2,
Idaho,2020,202001,Substance use disorder,Emergency department,2321,6.8,
Idaho,2020,202001,Mental health disorder,Inpatient,1334,3.9,
Idaho,2020,202001,Substance use disorder,Inpatient,1172,3.4,
Idaho,2020,202001,Mental health disorder,Intensive outpatient/Partial hospitalization,83,0.2,
Idaho,2020,202001,Substance use disorder,Intensive outpatient/Partial hospitalization,7028,20.6,
Idaho,2020,202001,Mental health disorder,Outpatient,46988,138.0,
Idaho,2020,202001,Substance use disorder,Outpatient,784,2.3,
Idaho,2020,202001,Mental health disorder,Telehealth,120,0.4,
Idaho,2020,202001,Substance use disorder,Telehealth,30,0.1,
Idaho,2020,202002,Mental health disorder,Emergency department,2152,6.2,
Idaho,2020,202002,Substance use disorder,Emergency department,2324,6.7,
Idaho,2020,202002,Mental health disorder,Inpatient,1277,3.7,
Idaho,2020,202002,Substance use disorder,Inpatient,1088,3.1,
Idaho,2020,202002,Mental health disorder,Intensive outpatient/Partial hospitalization,128,0.4,
Idaho,2020,202002,Substance use disorder,Intensive outpatient/Partial hospitalization,7347,21.1,
Idaho,2020,202002,Mental health disorder,Outpatient,44332,127.3,
Idaho,2020,202002,Substance use disorder,Outpatient,742,2.1,
Idaho,2020,202002,Mental health disorder,Telehealth,116,0.3,
Idaho,2020,202002,Substance use disorder,Telehealth,43,0.1,
Idaho,2020,202003,Mental health disorder,Emergency department,1919,5.4,
Idaho,2020,202003,Substance use disorder,Emergency department,2470,7.0,
Idaho,2020,202003,Mental health disorder,Inpatient,1200,3.4,
Idaho,2020,202003,Substance use disorder,Inpatient,1056,3.0,
Idaho,2020,202003,Mental health disorder,Intensive outpatient/Partial hospitalization,124,0.3,
Idaho,2020,202003,Substance use disorder,Intensive outpatient/Partial hospitalization,7042,19.9,
Idaho,2020,202003,Mental health disorder,Outpatient,38847,109.5,
Idaho,2020,202003,Substance use disorder,Outpatient,609,1.7,
Idaho,2020,202003,Mental health disorder,Telehealth,3459,9.8,
Idaho,2020,202003,Substance use disorder,Telehealth,1186,3.3,
Idaho,2020,202004,Mental health disorder,Emergency department,1609,4.4,
Idaho,2020,202004,Substance use disorder,Emergency department,1742,4.8,
Idaho,2020,202004,Mental health disorder,Inpatient,1134,3.1,
Idaho,2020,202004,Substance use disorder,Inpatient,1085,3.0,
Idaho,2020,202004,Mental health disorder,Intensive outpatient/Partial hospitalization,116,0.3,
Idaho,2020,202004,Substance use disorder,Intensive outpatient/Partial hospitalization,5373,14.8,
Idaho,2020,202004,Mental health disorder,Outpatient,22847,63.1,
Idaho,2020,202004,Substance use disorder,Outpatient,359,1.0,
Idaho,2020,202004,Mental health disorder,Telehealth,14553,40.2,
Idaho,2020,202004,Substance use disorder,Telehealth,4757,13.1,
Idaho,2020,202005,Mental health disorder,Emergency department,1868,5.1,
Idaho,2020,202005,Substance use disorder,Emergency department,2214,6.0,
Idaho,2020,202005,Mental health disorder,Inpatient,1344,3.7,
Idaho,2020,202005,Substance use disorder,Inpatient,1262,3.4,
Idaho,2020,202005,Mental health disorder,Intensive outpatient/Partial hospitalization,185,0.5,
Idaho,2020,202005,Substance use disorder,Intensive outpatient/Partial hospitalization,5607,15.3,
Idaho,2020,202005,Mental health disorder,Outpatient,26906,73.3,
Idaho,2020,202005,Substance use disorder,Outpatient,378,1.0,
Idaho,2020,202005,Mental health disorder,Telehealth,11928,32.5,
Idaho,2020,202005,Substance use disorder,Telehealth,3694,10.1,
Idaho,2020,202006,Mental health disorder,Emergency department,1948,5.2,
Idaho,2020,202006,Substance use disorder,Emergency department,2212,5.9,
Idaho,2020,202006,Mental health disorder,Inpatient,1485,4.0,
Idaho,2020,202006,Substance use disorder,Inpatient,1347,3.6,
Idaho,2020,202006,Mental health disorder,Intensive outpatient/Partial hospitalization,183,0.5,
Idaho,2020,202006,Substance use disorder,Intensive outpatient/Partial hospitalization,7666,20.6,
Idaho,2020,202006,Mental health disorder,Outpatient,34480,92.7,
Idaho,2020,202006,Substance use disorder,Outpatient,558,1.5,
Idaho,2020,202006,Mental health disorder,Telehealth,10139,27.3,
Idaho,2020,202006,Substance use disorder,Telehealth,2899,7.8,
Idaho,2020,202007,Mental health disorder,Emergency department,1931,5.1,
Idaho,2020,202007,Substance use disorder,Emergency department,2416,6.4,
Idaho,2020,202007,Mental health disorder,Inpatient,1439,3.8,
Idaho,2020,202007,Substance use disorder,Inpatient,1328,3.5,
Idaho,2020,202007,Mental health disorder,Intensive outpatient/Partial hospitalization,194,0.5,
Idaho,2020,202007,Substance use disorder,Intensive outpatient/Partial hospitalization,7079,18.7,
Idaho,2020,202007,Mental health disorder,Outpatient,30850,81.6,
Idaho,2020,202007,Substance use disorder,Outpatient,543,1.4,
Idaho,2020,202007,Mental health disorder,Telehealth,11281,29.8,
Idaho,2020,202007,Substance use disorder,Telehealth,2928,7.7,
Idaho,2020,202008,Mental health disorder,Emergency department,1918,5.0,
Idaho,2020,202008,Substance use disorder,Emergency department,2336,6.1,
Idaho,2020,202008,Mental health disorder,Inpatient,1560,4.1,
Idaho,2020,202008,Substance use disorder,Inpatient,1473,3.8,
Idaho,2020,202008,Mental health disorder,Intensive outpatient/Partial hospitalization,188,0.5,
Idaho,2020,202008,Substance use disorder,Intensive outpatient/Partial hospitalization,7167,18.6,
Idaho,2020,202008,Mental health disorder,Outpatient,31519,81.9,
Idaho,2020,202008,Substance use disorder,Outpatient,568,1.5,
Idaho,2020,202008,Mental health disorder,Telehealth,11068,28.8,
Idaho,2020,202008,Substance use disorder,Telehealth,2972,7.7,
Idaho,2020,202009,Mental health disorder,Emergency department,1847,4.7,
Idaho,2020,202009,Substance use disorder,Emergency department,2314,5.9,
Idaho,2020,202009,Mental health disorder,Inpatient,1534,3.9,
Idaho,2020,202009,Substance use disorder,Inpatient,1372,3.5,
Idaho,2020,202009,Mental health disorder,Intensive outpatient/Partial hospitalization,297,0.8,
Idaho,2020,202009,Substance use disorder,Intensive outpatient/Partial hospitalization,7140,18.1,
Idaho,2020,202009,Mental health disorder,Outpatient,34710,88.2,
Idaho,2020,202009,Substance use disorder,Outpatient,575,1.5,
Idaho,2020,202009,Mental health disorder,Telehealth,10856,27.6,
Idaho,2020,202009,Substance use disorder,Telehealth,3004,7.6,
Idaho,2020,202010,Mental health disorder,Emergency department,1855,4.5,
Idaho,2020,202010,Substance use disorder,Emergency department,2171,5.2,
Idaho,2020,202010,Mental health disorder,Inpatient,1758,4.2,
Idaho,2020,202010,Substance use disorder,Inpatient,1590,3.8,
Idaho,2020,202010,Mental health disorder,Intensive outpatient/Partial hospitalization,650,1.6,
Idaho,2020,202010,Substance use disorder,Intensive outpatient/Partial hospitalization,8461,20.4,
Idaho,2020,202010,Mental health disorder,Outpatient,50415,121.4,
Idaho,2020,202010,Substance use disorder,Outpatient,909,2.2,
Idaho,2020,202010,Mental health disorder,Telehealth,19215,46.3,
Idaho,2020,202010,Substance use disorder,Telehealth,6031,14.5,
Idaho,2020,202011,Mental health disorder,Emergency department,1695,4.0,
Idaho,2020,202011,Substance use disorder,Emergency department,2067,4.9,
Idaho,2020,202011,Mental health disorder,Inpatient,1684,4.0,
Idaho,2020,202011,Substance use disorder,Inpatient,1557,3.7,
Idaho,2020,202011,Mental health disorder,Intensive outpatient/Partial hospitalization,600,1.4,
Idaho,2020,202011,Substance use disorder,Intensive outpatient/Partial hospitalization,8334,19.8,
Idaho,2020,202011,Mental health disorder,Outpatient,53652,127.3,
Idaho,2020,202011,Substance use disorder,Outpatient,1006,2.4,
Idaho,2020,202011,Mental health disorder,Telehealth,24754,58.7,
Idaho,2020,202011,Substance use disorder,Telehealth,7811,18.5,
Idaho,2020,202012,Mental health disorder,Emergency department,1587,3.8,
Idaho,2020,202012,Substance use disorder,Emergency department,2043,4.9,
Idaho,2020,202012,Mental health disorder,Inpatient,1396,3.3,
Idaho,2020,202012,Substance use disorder,Inpatient,1352,3.2,
Idaho,2020,202012,Mental health disorder,Intensive outpatient/Partial hospitalization,772,1.8,
Idaho,2020,202012,Substance use disorder,Intensive outpatient/Partial hospitalization,8879,21.3,
Idaho,2020,202012,Mental health disorder,Outpatient,54831,131.3,
Idaho,2020,202012,Substance use disorder,Outpatient,995,2.4,
Idaho,2020,202012,Mental health disorder,Telehealth,27792,66.6,
Idaho,2020,202012,Substance use disorder,Telehealth,8870,21.2,
Illinois,2018,201801,Mental health disorder,Emergency department,7562,2.4,
Illinois,2018,201801,Substance use disorder,Emergency department,10043,3.1,
Illinois,2018,201801,Mental health disorder,Inpatient,11879,3.7,
Illinois,2018,201801,Substance use disorder,Inpatient,13725,4.3,
Illinois,2018,201801,Mental health disorder,Intensive outpatient/Partial hospitalization,715,0.2,
Illinois,2018,201801,Substance use disorder,Intensive outpatient/Partial hospitalization,51222,16.0,
Illinois,2018,201801,Mental health disorder,Outpatient,370182,115.5,
Illinois,2018,201801,Substance use disorder,Outpatient,1287,0.4,
Illinois,2018,201801,Mental health disorder,Telehealth,133,0.0,
Illinois,2018,201801,Substance use disorder,Telehealth,62,0.0,
Illinois,2018,201802,Mental health disorder,Emergency department,6777,2.1,
Illinois,2018,201802,Substance use disorder,Emergency department,8832,2.8,
Illinois,2018,201802,Mental health disorder,Inpatient,10277,3.3,
Illinois,2018,201802,Substance use disorder,Inpatient,11568,3.7,
Illinois,2018,201802,Mental health disorder,Intensive outpatient/Partial hospitalization,748,0.2,
Illinois,2018,201802,Substance use disorder,Intensive outpatient/Partial hospitalization,46833,14.8,
Illinois,2018,201802,Mental health disorder,Outpatient,340755,107.9,
Illinois,2018,201802,Substance use disorder,Outpatient,1233,0.4,
Illinois,2018,201802,Mental health disorder,Telehealth,118,0.0,
Illinois,2018,201802,Substance use disorder,Telehealth,64,0.0,
Illinois,2018,201803,Mental health disorder,Emergency department,7751,2.5,
Illinois,2018,201803,Substance use disorder,Emergency department,9794,3.1,
Illinois,2018,201803,Mental health disorder,Inpatient,11063,3.5,
